id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1274467622231453699,1274467622231453699,2020-06-20 17:22:14 CDT,2020-06-20,17:22:14,-0500,18936233,twokinds,TwoKinds,,"[Comic][1112] ""The Painting"" The other Saria paintings they mention can be seen on page 963 when they first enter the manor.  https://t.co/NltjHMViQ8  https://t.co/G0TK3IKCZl",en,[],['http://twokinds.keenspot.com/comic/1112/'],['https://pbs.twimg.com/media/Ea_Rb-mWkAQXE3V.jpg'],29,116,1145,[],[],https://twitter.com/TwoKinds/status/1274467622231453699,False,,1,https://pbs.twimg.com/media/Ea_Rb-mWkAQXE3V.jpg,,,,,,,[],,,,
1271755816626991108,1271755816626991108,2020-06-13 05:46:29 CDT,2020-06-13,05:46:29,-0500,18936233,twokinds,TwoKinds,,"[Comic][1111] ""Working Together"" 1111 get! An unlikely duo cooperating, even if it is under desperate circumstances.  https://t.co/k2F3sXXAhY  https://t.co/G9OlM189Th",en,[],['http://twokinds.keenspot.com/comic/1111/'],['https://pbs.twimg.com/media/EaYt6pKXkAAVP2l.jpg'],42,105,1038,[],[],https://twitter.com/TwoKinds/status/1271755816626991108,False,,1,https://pbs.twimg.com/media/EaYt6pKXkAAVP2l.jpg,,,,,,,[],,,,
1270595941750525954,1270595941750525954,2020-06-10 00:57:33 CDT,2020-06-10,00:57:33,-0500,18936233,twokinds,TwoKinds,,"[Comic][1110] ""Hitting a Wall""  https://t.co/GU9sCRe11N  https://t.co/AVSJwUdCPH",en,[],['http://twokinds.keenspot.com/comic/1110/'],['https://pbs.twimg.com/media/EaIQQkZX0AA1vGP.jpg'],30,76,767,[],[],https://twitter.com/TwoKinds/status/1270595941750525954,False,,1,https://pbs.twimg.com/media/EaIQQkZX0AA1vGP.jpg,,,,,,,[],,,,
1267577835847405569,1267577835847405569,2020-06-01 17:04:41 CDT,2020-06-01,17:04:41,-0500,18936233,twokinds,TwoKinds,,[Incentive] New side comic incentive, featuring the diabolical Prince Clovis and his evil machinations in a possible dark future!  https://t.co/jlR7cIgLq4  https://t.co/d36Gz89pRb,en,[],['http://www.topwebcomics.com/vote/138'],['https://pbs.twimg.com/media/EZdXEQiWAAMX5pS.jpg'],34,126,1337,[],[],https://twitter.com/TwoKinds/status/1267577835847405569,False,,1,https://pbs.twimg.com/media/EZdXEQiWAAMX5pS.jpg,,,,,,,[],,,,
1266928118054424577,1266928118054424577,2020-05-30 22:02:56 CDT,2020-05-30,22:02:56,-0500,18936233,twokinds,TwoKinds,,"[Comic][1109] ""Dragon Damage"" Turns out magic stone is fairly fireproof.  https://t.co/dk9rQ5KDU4  https://t.co/WVqO4vwmUx",en,[],['http://twokinds.keenspot.com/comic/1109/'],['https://pbs.twimg.com/media/EZUIVwGWAAAjlcV.jpg'],32,86,846,[],[],https://twitter.com/TwoKinds/status/1266928118054424577,False,,1,https://pbs.twimg.com/media/EZUIVwGWAAAjlcV.jpg,,,,,,,[],,,,
1265245113997017088,1265245113997017088,2020-05-26 06:35:16 CDT,2020-05-26,06:35:16,-0500,18936233,twokinds,TwoKinds,,"[Comic][1108] ""Hidden Binding Stash"" Cutting back to the others. Natani reveals a hidden stash, kept close to heart. Turns out those bandages are good at hiding things, who'd have thought.  https://t.co/BJaKOxnPXd  https://t.co/4Jmuq5aQls",en,[],['http://twokinds.keenspot.com/comic/1108/'],['https://pbs.twimg.com/media/EY8L3NnWoAAfHkw.jpg'],58,140,1218,[],[],https://twitter.com/TwoKinds/status/1265245113997017088,False,,1,https://pbs.twimg.com/media/EY8L3NnWoAAfHkw.jpg,,,,,,,[],,,,
1263615497360343041,1263615497360343041,2020-05-21 18:39:46 CDT,2020-05-21,18:39:46,-0500,18936233,twokinds,TwoKinds,,A very quick bit of giftart I did for @w0lfmare featuring Sil from his comic Bloodline! :)  https://t.co/no8JGLMrQu,en,[{'screen_name': 'w0lfmare', 'name': 'w0lfmare', 'id': '2354035374'}],[],['https://pbs.twimg.com/media/EYlA6fQXYAEdl-K.jpg'],32,298,2645,[],[],https://twitter.com/TwoKinds/status/1263615497360343041,False,,1,https://pbs.twimg.com/media/EYlA6fQXYAEdl-K.jpg,,,,,,,[],,,,
1261601118938955776,1261601118938955776,2020-05-16 05:15:20 CDT,2020-05-16,05:15:20,-0500,18936233,twokinds,TwoKinds,,"[Comic][1107] ""A Second Chance""  https://t.co/2LMhFNpexR  https://t.co/iohsNxG5he",en,[],['http://twokinds.keenspot.com/comic/1107/'],['https://pbs.twimg.com/media/EYIaj1eXkAA11i2.jpg'],55,108,1209,[],[],https://twitter.com/TwoKinds/status/1261601118938955776,False,,1,https://pbs.twimg.com/media/EYIaj1eXkAA11i2.jpg,,,,,,,[],,,,
1260651439161880577,1260651439161880577,2020-05-13 14:21:39 CDT,2020-05-13,14:21:39,-0500,18936233,twokinds,TwoKinds,,"[Comic][1106] ""Memories Best Left Buried""  https://t.co/1v0RMhe42n  https://t.co/IVMy3QMCww",en,[],['http://twokinds.keenspot.com/comic/1106/'],['https://pbs.twimg.com/media/EX67dT9WsAE4OPq.jpg'],47,110,1070,[],[],https://twitter.com/TwoKinds/status/1260651439161880577,False,,1,https://pbs.twimg.com/media/EX67dT9WsAE4OPq.jpg,,,,,,,[],,,,
1259272197270536193,1259272197270536193,2020-05-09 19:01:02 CDT,2020-05-09,19:01:02,-0500,18936233,twokinds,TwoKinds,,"[Comic][1105] ""The Abandoned Nursery"" Sometimes there are things you want to stay forgotten.  https://t.co/AdvqD72DF3  https://t.co/D5XpNajgyI",en,[],['http://twokinds.keenspot.com/comic/1105/'],['https://pbs.twimg.com/media/EXnVSVCX0AAiJ59.jpg'],83,91,1008,[],[],https://twitter.com/TwoKinds/status/1259272197270536193,False,,1,https://pbs.twimg.com/media/EXnVSVCX0AAiJ59.jpg,,,,,,,[],,,,
1253981295287377921,1253981295287377921,2020-04-25 04:36:53 CDT,2020-04-25,04:36:53,-0500,18936233,twokinds,TwoKinds,,"[Comic][1104] ""Dragon Defense"" Time for Smashing! Shame about the swimsuit, though. Maybe someone can fix that later.  https://t.co/5A0x9XeInJ  https://t.co/aG9rIhbjVe",en,[],['http://twokinds.keenspot.com/comic/1104/'],['https://pbs.twimg.com/media/EWcIDbDWkAEnSXi.jpg'],40,94,869,[],[],https://twitter.com/TwoKinds/status/1253981295287377921,False,,1,https://pbs.twimg.com/media/EWcIDbDWkAEnSXi.jpg,,,,,,,[],,,,
1251807337217695747,1251807337217695747,2020-04-19 04:38:21 CDT,2020-04-19,04:38:21,-0500,18936233,twokinds,TwoKinds,,"[Comic][1103] ""The Old Guardians"" Trace's early attempts at making guardians, now under new orders.  https://t.co/M79i2cQxPx  https://t.co/aJ5iTiMywq",en,[],['http://twokinds.keenspot.com/comic/1103/'],['https://pbs.twimg.com/media/EV9OntEWkAYtSDd.jpg'],39,100,881,[],[],https://twitter.com/TwoKinds/status/1251807337217695747,False,,1,https://pbs.twimg.com/media/EV9OntEWkAYtSDd.jpg,,,,,,,[],,,,
